content,reply,input_len,output_len
"..............................................................................
From :  		XXXXXXXX
To :  		XXXXXXXX
CC :  		XXXXXXXX
Subject :  	Fw: Construction noise 270 bangkit road
Delivered on :  	26/01/2022 11:11:44 AM
.....................................................................
 Your Ref
 Our Ref 
 Categories
XXXXXXXX
26/01/2022 11:11 AM
To
XXXXXXXX
cc
XXXXXXXX
bcc
Subject
Fw: Construction noise 270 bangkit road
Dear XXXXXXXX,
Thank you for writing in to Holland-Bukit Panjang Town Council. 
We will be forwarding your email to the Housing Development Board (HDB) for their attention and follow up. You may also wish to contact them at XXXXXXXX or submit your feedback via their online portal HDB e-Feedback Form.
Please feel free to call us at XXXXXXXX for any estate-related matters.
Dear HDB Choa Chu Kang,
For your assistance please.
Thank you. 
Warmest Regards,
XXXXXXXX
XXXXXXXXPlease Rate Our Service : Survey Form
Confidentiality: This message and any attachment are confidential and may be privileged or otherwise protected from disclosure. If you are not the intended recipient, please notify us immediately by return email, delete this message and all attachments from your system. Do not copy this message or any attachment or disclose the contents to any other person. Policy on Personal Data: We may collect, use and disclose personal data sent to us in accordance with our policy at https://www.hbptc.org.sg. By emailing us personal data, you consent, and warrant that other relevant individual's consent, to our policy.
From: XXXXXXXX
To: XXXXXXXX
Subject: Construction noise 270 bangkit road
Date: 1/26/2022 10:56:45 AM
To person in charge kindly look into this communication noise for past two month which have cause disturbances stress for residents 
May i know when can it be completed and it have been disturbing livehood of residents 
Best regard 
Lee(See attached file: IMG_20220120_123113.jpg)
________________________________Posted by mailbox/ on 26/01/2022 11:11:23 AM
","           Please refer to your feedback regarding construction noise from solar installation works at XXXXX
2.         We have reminded the solar panel contractor to keep the noise to a minimum while carrying out the installation works. However, as with any construction work, some level of noise is expected and we seek your understanding on this.
3.        The notice that you attached in your feedback was issued to notify residents on the coring and electrical trunking works at the corridor near the lift lobby areas. These works were completed by 31 January 2022.
4.         All other major solar installation works, including works on the rooftop at Blk 270 Bangkit Road have been completed. The remaining works would be limited to the switchroom and the conduct of testing and commissioning. These works are expected to be completed by April 2022.
5.         We apologize for any inconvenience caused. Thank you.
",2014,922
Contractor doing Solar Panel project. He noticed there are hair line crack in his kitchen ceiling.,"Feedback provider  claimed his kitchen ceiling has hairline cracks after the solar installation startednon the rooftop. Referred their case to the main contractor XXXXX attended the unit and patched up the hairline crack on the kitchen ceiling on 12.2.2022.
",98,258
"f/bck water dropping from rooftop at the stack no: 5035 , req to check   update her","Called XXXXX about water dropped from the roof. For safety reason the gap on rooftop for the rain to drain from the roof  need to be covered to prevent debris like bolts and nuts from dropping to the ground should accident happen, The contractor has beem advised to uncover the gap after they finished work everyday.
",83,317
"Solar works carrying out at roof, water pouring and affected resident clothing.","Contacted XXXXX on the water collected being released when the contractor uncover the rain drop off gap. Reminded the contractor to remove the temporay cover after working each day to prevent water collection when it rains or leave a gap to prevent water collection, This will also prevent unnecessary release of large amount of the collection water the next day which may be dangerous for people below.
",79,404
Dual bicycle rack installation feedback. Please refer to the attached image for the details of the feedback.,"Dear Mdm _x000D_
We refer to our teleconversation on 17 Feb 2022, 1.11pm. We explained on the process of identifying the dual bicycle racks and also shared that with consultation with TC and RC. we will not install the Dual Bicycle Racks on the mentioned location at blk 511B_x000D_
Regardsâ_x000D_",108,300
F/bk There r construction gg on at rooftop since last week but no notice was give (even at notice board). Req PO to call him by today,SembCorp has instructed their sub-contractors to put up the notices at every lift lobby. As Blk \638 AMK is a segmented block resident may have missed or likely to miss the notice put up at the former main lift lobby._x000D_,133,224
"caller from XXXXXXXX asst neighbour XXXXXXXX elderly man who staying alone called to f/bck XXXXXXXX common bedroom ceiling leaking badly since yesterday heavy rain, temp covered with blanket - insists to chk. Resd also concerns bad weather may affect the ceiling from bad to worse, claimed some r/top works on-going.",Has referred the case to SembCorp O M to nake appointment for an inspection with the elderly resident or the neighbour assitg him out and to follow up with the necessary repair._x000D_,316,184
Solar panel work for blk 163 and 164 is still not done. Would like to know when as caller is staying at the highest level and intending to do a renovation work. Reqt for a call back.,Case similar/dulicate to case 202202280004561586 has been replied to._x000D_,182,76
Water seeping into HDB flat during rain. Issue was reported before at Town Council but there is no follow up at all.,"           Please refer to your feedback on ceiling leak in your flat. _x000D_
2.        We understand that the waterproofing contractor has inspected your flat to identify the location of the repair to be carried out on the roof. They will follow up with the repair on the roof and inform you once they have completed the works._x000D_
3.        We apologise for the inconvenience cause. Thank you._x000D_",116,406
Noted the update. Please also take note that we have given feedback about water leaks and seepage from the walls too.  ,"Contacted and omfirmed with XXXXX the water seepage is from the roof and not from the exrenal walls. The waterproofing contractor will be repairing the roof leaks when the weather permits.
",119,189
"..............................................................................
From :  		XXXXXXXX
To :  		XXXXXXXX
CC :  		XXXXXXXX
Subject :  	Re: Re: Online Enquiry / Feedback
Delivered on :  	01/03/2022 11:10:10 AM
..............................................................................
XXXXXXXX
 Your Ref
 Our Ref 
 Categories
XXXXXXXX
01/03/2022 11:09 AM
To
XXXXXXXX
cc
XXXXXXXX
bcc
Subject
Re: Re: Online Enquiry / Feedback
Dear XXXXXXXX,
Thank you for writing in to Holland-Bukit Panjang Town Council. 
As the installation of solar panel work at the rooftop is under the purview of Housing Development Board (HDB), we are forwarding your email for their attention and follow up. You may also wish to contact them at XXXXXXXX or submit your feedback via their online portal HDB e-Feedback Form.
Please feel free to call us at XXXXXXXX for any estate-related matters.
Dear HDB Choa Chu Kang,
For your assistance please.
Thank you. 
Warmest Regards,
XXXXXXXX
XXXXXXXXPlease Rate Our Service : Survey Form
Confidentiality: This message and any attachment are confidential and may be privileged or otherwise protected from disclosure. If you are not the intended recipient, please notify us immediately by return email, delete this message and all attachments from your system. Do not copy this message or any attachment or disclose the contents to any other person. Policy on Personal Data: We may collect, use and disclose personal data sent to us in accordance with our policy at https://www.hbptc.org.sg. By emailing us personal data, you consent, and warrant that other relevant individual's consent, to our policy.
From: XXXXXXXX
To: XXXXXXXX
Subject: Re: Online Enquiry / Feedback
Date: 3/1/2022 10:45:21 AM
Hi,
Now I get why everyone is always so frustrated with your management. 
Till today I did not receive any calls or any explanation from anyone. I am having meeting working from home everyday with all the drillings on the roof! This is so disturbing!
Do not reply to me again saying the contractor will call me back. As you can see from the email trial it’s been a month with no call.
Do give me an update by today. 
Regards,
XXXXXXXX
On Tue, 18 Jan 2022 at 3:54 PM, Wei lun Ang  weilun.hhong_gmail.com  wrote:
Hi Evelyn,
It’s Mr not Ms. 
This was what your colleague had advised me but still I have yet to receive any calls. 
Regards,
XXXXXXXX
On Tue, 18 Jan 2022 at 3:52 PM,  mailbox_hbptc.org.sg  wrote:
Dear XXXXXXXX
We thank you for your email on 18 January 2022. Please be assured that your email is receiving our attention. 
Our Senior Property Officer, Mr XXXXXXXX, is in charge of your estate and he will be in touch with you.
Please contact us at XXXXXXXX should you require any further assistance.
Thank you.
Warmest Regards,
XXXXXXXX
XXXXXXXXPlease Rate Our Service : Survey Form
Confidentiality: This message and any attachment are confidential and may be privileged or otherwise protected from disclosure. If you are not the intended recipient, please notify us immediately by return email, delete this message and all attachments from your system. Do not copy this message or any attachment or disclose the contents to any other person. Policy on Personal Data: We may collect, use and disclose personal data sent to us in accordance with our policy at https://www.hbptc.org.sg. By emailing us personal data, you consent, and warrant that other relevant individual's consent, to our policy.
From: ""HBPTC Website""  noreply_hbptc.org.sg 
To: Mailbox_hbptc.org.sg
Subject: Online Enquiry / Feedback
Date: 1/18/2022 3:18:15 PM 
From: XXXXXXXX
Category: Estate Matters
Contact Number: XXXXXXXX
Email: XXXXXXXX
Postal Code: XXXXXXXX
Block No.: XXXXXXXX
Level: XXXXXXXX
Unit No.: XXXXXXXX
Street:XXXXXXXX
Description: I have made a call to your hotline this morning to file a complaint on the noise and disturbance caused by the construction works right above the ceiling of block 274 but still nothing has been done.
Unfortunately I reside at the highest floor and the drilling, dropping, banging noises at the roof is causing a lot of disturbance to me. Please be more sensitive that not everyone has been assigned to work from office for now. I am still working from home and the noises are really causing problems to my meetings.
Perhaps you should inform the residents on the specific dates and time that renovation works will be going on. It is really irritating to stay at home with such noises.
Attachment 1:
Attachment 2:
--
This e-mail was sent from a contact form on Holland Bukit Panjang Town Council (https://www.hbptc.org.sg)
________________________________Posted by mailbox/ on 01/03/2022 11:09:49 AM
","            Please refer to your feedback on noise due to solar panel installation at XXXXX.
2.          We apologize for the inconvenience caused and have instructed the contractor to minimize the noise due to the solar panel installation works. However, as with any construction work, some level of noise is expected and we seek your understanding on this.
3.         We expect the noisy works to be completed within a month barring any unforeseen circumstances.
4.         Once again, we sincerely apologize for the inconvenience caused. Thank you.
",4649,552
